text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
Abah dapat vaccine hari ni nun jauh kat Temerloh. Alhamdullilah. Tapi kami stay Melaka which common sense gerak sem https://t.co/9231yoEOBU	66571	Positive	29	1630	2022-01-23T13:36:07.490313Z	2022-01-23T13:36:07.490335Z	3.012
@_Kheri_ @meleis_one Kerajaan gagal memang mcm tuh. Urus negara dgn teruk. 2tahun takda apa2 perubahan.	66570	Positive	29	1629	2022-01-23T13:36:04.113389Z	2022-01-23T13:36:04.113398Z	3.328
Seronok tengok Aldous tercyduk. #MSC2021	66569	Positive	29	1628	2022-01-23T13:36:00.390743Z	2022-01-23T13:36:00.390755Z	2.096
@wajdi_budiman give more minutes to giroud. kita boleh score banyak kalau dia main. tapi tula. tuchel sayang anak german dia hm	66568	Negative	27	1807	2022-01-24T09:13:18.578512Z	2022-01-24T09:13:18.578524Z	5.421
masih, darul naim.	66567	Positive	29	1626	2022-01-23T13:35:54.556514Z	2022-01-23T13:35:54.556527Z	2.106
Lanjut volinya...Nation League putri Italia vs Korea https://t.co/ulPfous69I	66566	Neutral	27	1806	2022-01-24T09:13:12.778082Z	2022-01-24T09:13:12.778090Z	2.581
08.05 WIB #Jalan_Layang_MBZ Cikunir - Tambun - Cikarang - Karawang LANCAR. ; Karawang - Cikarang - Tambun - Cikunir LANCAR.	66565	Neutral	27	1805	2022-01-24T09:13:09.849095Z	2022-01-24T09:13:09.849107Z	1.43
The bera scum still think multi yera bera noa waya	66564	Negative	27	1804	2022-01-24T09:13:08.051771Z	2022-01-24T09:13:08.051779Z	1.638
Tbh, sincerely abg enjoy sngt dalam pusat kuarantin. Setiap waktu solat jemaah. Having fun dgn uncles and adik-adik https://t.co/KZ0IriBAKj	66563	Positive	29	1622	2022-01-23T13:35:46.580399Z	2022-01-23T13:35:46.580414Z	6.571
@nrlfrhnhazmn Hahahahah lagi Mahal tu okaylah nanti rezeki huhu	66562	Positive	29	1621	2022-01-23T13:35:39.630827Z	2022-01-23T13:35:39.630843Z	2.984
kalau letak gam dlm ni camne? @AzlanMnoah @awsumtaxidriver https://t.co/famMYOOaT6	66561	Negative	29	1620	2022-01-23T13:35:36.250948Z	2022-01-23T13:35:36.250962Z	1.895
Lahhhh dah serupa kerusi batu kat sekolah tu tulis sumbangan ikhlas yada yada yada. Ikhlas la sgt	66560	Positive	29	1619	2022-01-23T13:35:33.955081Z	2022-01-23T13:35:33.955095Z	4.124
4 Dampak Negatif Kelebihan Karbohidrat Bagi Tubuh, Tak Sekadar Buat Tambun https://t.co/wqjEjQKrIN	66559	Positive	29	1618	2022-01-23T13:35:29.434913Z	2022-01-23T13:35:29.434926Z	3.964
Gigih cari kat Youtube. https://t.co/PYzWQ9HYqh	66558	Positive	29	1617	2022-01-23T13:35:25.101354Z	2022-01-23T13:35:25.101372Z	1.763
Apesal aku emo tibe2 ni	66557	Neutral	29	1616	2022-01-23T13:35:22.970151Z	2022-01-23T13:35:22.970170Z	5.444
Ini baru betul. Yg sorg lg tu bebual nk bg laptop. Itu pon xdpt2.	66556	Positive	29	1615	2022-01-23T13:35:17.098216Z	2022-01-23T13:35:17.098230Z	2.01
Jika hari ini kamu menjumpai kegagalan, tidak ada yang peduli. Begitu juga besok dan seterusnya. Kau tidak hidup se https://t.co/f1qIiPQs8N	66554	Positive	29	1612	2022-01-23T13:35:04.984370Z	2022-01-23T13:35:04.984381Z	2.77
ten, kalo kamu ga bahagia sama louis, nomor aku masih yang lama #NCTzenSelcaDay #NSD #TEN @NCTsmtown https://t.co/jTnZQce2bB	66553	Neutral	27	1803	2022-01-24T09:13:06.046622Z	2022-01-24T09:13:06.046630Z	2.966
aku tak kisah kalau yb syed saddiq ni kaki tayang ke apa ke asalkan dia buat kerja untuk tolong orang, tayanglah ba https://t.co/edvjJZm8D5	66552	Negative	29	1610	2022-01-23T13:35:00.014980Z	2022-01-23T13:35:00.014991Z	7.681
@Aizuddin_zaim @anipbesh @NetflixMY Tu lh. Aku rasa dorg salah update kot. Xpe online bersepah. Harap ade la.	66551	Neutral	29	1609	2022-01-23T13:34:51.994056Z	2022-01-23T13:34:51.994077Z	2.993
Comelnya owl!	66550	Positive	29	1608	2022-01-23T13:34:48.664127Z	2022-01-23T13:34:48.664139Z	1.644
@achomkama Aku tertido tadi sebab kenyang haha apo awal awal dah ada scene terberak dalam flight hahahaha	66549	Neutral	29	1607	2022-01-23T13:34:46.642468Z	2022-01-23T13:34:46.642483Z	2.051
#Klang Sebanyak lapan kilang di daerah Klang Utara diarahkan tutup selepas didapati beroperasi tanpa surat kebenaran daripada Kementerian Perdagangan Antarabangsa dan Industri (MITI). https://t.co/fk1tTsokLc	66548	Neutral	27	1802	2022-01-24T09:13:02.725899Z	2022-01-24T09:13:02.725913Z	1.072
@raqibrahman Tak bagi aku punnn	66547	Neutral	29	1605	2022-01-23T13:34:41.748848Z	2022-01-23T13:34:41.748857Z	3.296
"Ustaz Kamalulhysham, NYDP PAS Kawasan Gombak mengingatkan: ""Kalau tidak boleh menjadi vaksin, jangan menjadi toksin. Kalau tidak boleh membina, jangan meruntuh. Kalau tidak boleh menampal, jangan merobek. Kalau tidak boleh menolong, jangan menghalang orang yang cuba menolong."" https://t.co/Zk9Kai0QnB"	66546	Positive	29	1604	2022-01-23T13:34:38.052013Z	2022-01-23T13:34:38.052025Z	2.323
Dah pernah beli bagi surprise kat member and dorang kata sedap !	66545	Positive	29	1603	2022-01-23T13:34:35.336956Z	2022-01-23T13:34:35.336970Z	2.844
@nshlin_ Bosan dan terperanjat serta tergamam dan juga blank	66544	Positive	29	1602	2022-01-23T13:34:32.086424Z	2022-01-23T13:34:32.086437Z	4.218
Eh dia pakai teropong ke tu??? #alltogethernow	66543	Positive	29	1601	2022-01-23T13:34:27.495856Z	2022-01-23T13:34:27.495870Z	9.554
@winbrry_7 aku ada 2 baling baling bambu nih, benernang mah cpek	66542	Neutral	27	1801	2022-01-24T09:13:01.269534Z	2022-01-24T09:13:01.269546Z	2.14
22th sudah loro boyok	66541	Neutral	27	1800	2022-01-24T09:12:58.753441Z	2022-01-24T09:12:58.753455Z	1.352
bangganya jadi orang muar	66540	Positive	29	1598	2022-01-23T13:32:33.826054Z	2022-01-23T13:32:33.826070Z	4.167
@alibasyeer sorry for asking , but apa beza colour pink dgn colour biru ya ?	66539	Positive	29	1597	2022-01-23T13:32:29.228747Z	2022-01-23T13:32:29.228762Z	2.713
apa masalah polis kelantan ni???? kat machang tumbuk orang, kat kb rogol orang???????	66538	Negative	29	1596	2022-01-23T13:32:26.152105Z	2022-01-23T13:32:26.152119Z	3.212
@ilvday6 kenapa tu jempol jak gelut?	66537	Neutral	27	1799	2022-01-24T09:12:57.012515Z	2022-01-24T09:12:57.012526Z	3.674
@sbyfess Dah ga lagi lagi dehhhhhh https://t.co/hIsyVe4Yzb	66536	Neutral	27	1798	2022-01-24T09:12:52.972702Z	2022-01-24T09:12:52.972712Z	6.74
RT KDNPUTRAJAYA: RT @Rela_Jerantut: Penugasan Sekatan Jalan Raya (SJR) dilaksanakan di Jalan Jerantut - Lipis (Kual https://t.co/bJfN7M7c9I	66535	Neutral	27	1797	2022-01-24T09:12:45.829340Z	2022-01-24T09:12:45.829352Z	1.627
Ayuh jadi insan yang berguna	66534	Positive	29	1592	2022-01-23T13:32:17.489681Z	2022-01-23T13:32:17.489693Z	6.55
@NRYHTUL wehhh aku pun sama mengidam vacuum !	66533	Neutral	29	1591	2022-01-23T13:32:10.581301Z	2022-01-23T13:32:10.581316Z	3.473
Pengerusi Pakatan Harapan yang juga Ketua Pembangkang Datuk Seri Anwar Ibrahim tiba di Istana Negara jam 10.30 pagi https://t.co/yoqquq0lIR	66532	Neutral	29	1590	2022-01-23T13:32:06.738969Z	2022-01-23T13:32:06.738980Z	4.551
Macam padu gak TT yang ni. Boleh follow dia https://t.co/6ZAKkTnaKf	66531		29	1589	2022-01-23T13:32:01.796587Z	2022-01-23T13:32:01.796600Z	2.203
local : Penang international : haaaaaaaaa takdak perancangan lagi tapi nak p Krabi kalau boleh	66530	Positive	29	1588	2022-01-23T13:31:59.223867Z	2022-01-23T13:31:59.223882Z	2.475
Berpagian dalam banyak nya rahmat.... Alhamdulillah99x untuk sekian kali.. Nya moga syukur saya disertai kata kerj https://t.co/isrgKpJUmy	66529	Positive	29	1587	2022-01-23T13:31:56.385433Z	2022-01-23T13:31:56.385448Z	1.849
@ZiraNazarudin Semoga tabah	66528	Positive	29	1586	2022-01-23T13:31:54.145778Z	2022-01-23T13:31:54.145790Z	2.011
ENJOI! bersama abamekso EP03 hantar shah balik putrajaya skrg jugak- https://t.co/88gA7I4r9d	66527	Neutral	29	1585	2022-01-23T13:31:51.762724Z	2022-01-23T13:31:51.762739Z	2.395
@a_osul sik asik	66526	Neutral	27	1796	2022-01-24T09:12:43.849140Z	2022-01-24T09:12:43.849148Z	1.191
Alhamdulillah settle dah 4 unit wheelchair untuk PPV Gua Musang. Semoga bermanfaat untuk @omarojak and team. Terima https://t.co/MCpf1kaDBW	66525	Positive	29	1583	2022-01-23T13:31:47.501077Z	2022-01-23T13:31:47.501090Z	4.645
0853 SEKATAN POLIS Lebuhraya NKVE(E1): - Tol Duta menghala masuk ke KL - Tol Subang menghala ke Jln Lapangan Terbang Subang. #rakitaKL #kltu @Rakitamy	66524	Neutral	27	1795	2022-01-24T09:12:42.300277Z	2022-01-24T09:12:42.300292Z	1.502
Ketua Pegawai Penguatkuasa KPDNHEP Kelantan, Azanizam Affendi Juri berkata, 11 premis perniagaan dikompaun selepas https://t.co/3EM08lWDfM	66523	Neutral	27	1794	2022-01-24T09:12:40.406712Z	2022-01-24T09:12:40.406725Z	3.206
Jaranglah dapat tengok orang buat mcm ni. Hahahahaha	66522	Positive	29	1580	2022-01-23T13:29:51.785369Z	2022-01-23T13:29:51.785385Z	2.705
Just posted a photo @ Pejabat Penerangan Daerah Marang https://t.co/qHPlkUrVcD	66521	Neutral	27	1793	2022-01-24T09:12:36.701952Z	2022-01-24T09:12:36.701960Z	1.38
Yb @Khairykj Dekat Pusat Vaksin di Dewan Muafakat Johor Taman Adda, sudah ada 1 mesin Nocomax utk bio-disinfeksi. https://t.co/0MNC7aoFWu	66520	Neutral	29	1578	2022-01-23T13:29:46.703897Z	2022-01-23T13:29:46.703910Z	5.637
Doakan yang baik baik	66519	Positive	29	1577	2022-01-23T13:29:40.695152Z	2022-01-23T13:29:40.695167Z	2.425
Dulu sekali kena , kali ni pun kena lagi sis awak nak dengki dgn saya awak dpt apa je ek ? Saya pun manusia biasa https://t.co/xu645X6FZo	66518	Neutral	29	1576	2022-01-23T13:29:37.918107Z	2022-01-23T13:29:37.918124Z	5.754
@jvncock Ganti pakai jempol kaki	66517	Positive	29	1575	2022-01-23T13:29:31.801662Z	2022-01-23T13:29:31.801677Z	6.291
WARTAWAN RASMI LAMAN REFORMASI: Panas! Adun dedah Pegawai Khas Exco Perak dapat 24... https://t.co/g5EZXokH6U	66516	Neutral	29	1574	2022-01-23T13:29:25.124142Z	2022-01-23T13:29:25.124156Z	5.541
Keluar rumah panas, sampai mamak nak tapau tiber lebat selebatnya.	66515	Positive	29	1573	2022-01-23T13:29:19.181194Z	2022-01-23T13:29:19.181206Z	2.997
Yeayy harini sempat order.. kt foodpanda xde rider.. guna Grab tp jauh giler sampai Seremban.. padahal sini ada 2 o https://t.co/wEpInFxgRi	66514	Positive	29	1572	2022-01-23T13:29:15.816400Z	2022-01-23T13:29:15.816414Z	14.688
Pasangan yang hormat pada pasangan, pasti akan dibalas dengan hormat. . Buang perkataan 'sporting' untuk perkara yg https://t.co/h9hWSX89Hn	66513	Positive	29	1571	2022-01-23T13:29:00.754171Z	2022-01-23T13:29:00.754202Z	6.124
@fwopforlife dorg tanya budak mana pastu kita cakap orang selangor tapi mak kita tak tahu pun yg mana satu skshsjsh https://t.co/hhFqeNHHde	66512	Positive	29	1570	2022-01-23T13:28:54.242671Z	2022-01-23T13:28:54.242686Z	12.659
@OuUzG5TxrGt4dyC @jezlai @LHDNMofficial Roger beb	66511	Neutral	27	1792	2022-01-24T09:12:34.182842Z	2022-01-24T09:12:34.182856Z	1.848
@rafiqahramli Haha macam biasa nanti pm tepi. Terus sampai.	66510	Neutral	29	1568	2022-01-23T13:28:39.632622Z	2022-01-23T13:28:39.632641Z	4.268
And nak tahu tak apa lagi best!?? Free postage tu, tak kira lah awak duduk mana tau! Semenanjung ke sabah sarawak ke NIHON sekali pun, free!!	66509	Positive	29	1567	2022-01-23T13:28:34.997623Z	2022-01-23T13:28:34.997637Z	21.22
Terus patuhi SOP dan penjagaan kebersihan yang baik dalam menghentikan penularan COVID-19. Info On Wheels 2/6/2021 Parlimen : Tanah Merah Dun : Gual Ipoh Masa : 10.30 pg / 2.30 ptg Hebahan Proklamasi Darurat/Pematuhan SOP/Vaksin #bergheh https://t.co/37I3jw7Dk2	66508	Neutral	29	1566	2022-01-23T13:28:13.369123Z	2022-01-23T13:28:13.369131Z	3.099
Kesiannya Sara tanggung semua tuu. #rinduawakseparuhnyawa	66507	Positive	29	1565	2022-01-23T13:28:09.898085Z	2022-01-23T13:28:09.898098Z	4.432
Iguro Obanai and Shinazugawa Sanemi https://t.co/1269OSlIY1	66506	Neutral	27	1791	2022-01-24T09:12:31.929385Z	2022-01-24T09:12:31.929402Z	1.259
Acara lompat pagar musim pkp.. https://t.co/TCBhrA5FRH	66505	Positive	29	1562	2022-01-23T13:28:03.250894Z	2022-01-23T13:28:03.250910Z	5.306
Saya kehilangan kucing betina pakai kolar pink, umo tak pasti tapi dah besar. Hilang dari tahun lepas masih mencarinya hingga sekarang. Hilang di shah alam, dia kucing penakot sesiapa jumpa bole tengok corak di tangn &amp; kakinya. Mohon RT harap ada keajaiban jumpa semula. TQ https://t.co/tltDdfAKH5	66504	Positive	29	1561	2022-01-23T13:27:57.598067Z	2022-01-23T13:27:57.598083Z	6.518
Satu lagi kebakaran besar hari ini di Israel. Residents of Abu Ghosh, Ma'ale Hahamisha told to leave as fire brigade warns flames not under control. Ya Allah, atas setiap satu kesulitan yang mereka lakukan ke atas saudara kami di , Kau timpakanlah mereka dengan bencana. https://t.co/aidqviWIJ9	66503	Positive	29	1557	2022-01-23T13:27:50.663660Z	2022-01-23T13:27:50.663669Z	7.167
POCO X3 Pro 8gb+256gb jadi rm1099. Hmm hmm hmmm https://t.co/so0wiZzNAT	66502	Neutral	29	1555	2022-01-23T13:27:43.146566Z	2022-01-23T13:27:43.146578Z	2.838
Ada lagi org percaya mamat ni?	66501	Negative	29	1554	2022-01-23T13:27:39.960679Z	2022-01-23T13:27:39.960687Z	2.778
@ainrara95 Weh tengok kat mana ?	66500	Neutral	29	1553	2022-01-23T13:27:36.789931Z	2022-01-23T13:27:36.789945Z	7.308
Berapa jam je I tidur. Aura I kuat jugak ni ...i shared dgn you disini menda baik .I perlukan kawan atau sahabat https://t.co/dUklK3F2Y8	66499	Positive	29	1552	2022-01-23T13:27:29.088668Z	2022-01-23T13:27:29.088681Z	22.784
@mynocontext Mencari di manakah relevan PSA dia ni. https://t.co/mnEn2VXZTT	66498	Negative	27	1790	2022-01-24T09:12:30.284975Z	2022-01-24T09:12:30.284989Z	4.576
@erul_kerul Hb nyah	66497	Negative	29	1550	2022-01-23T13:26:59.602191Z	2022-01-23T13:26:59.602203Z	15.463
@MrSugarfree310 Cantik itu	66496	Positive	29	1549	2022-01-23T13:26:43.774290Z	2022-01-23T13:26:43.774305Z	26.69
@Sarawak_Aritok X pakei selepar/ kasut sik hal juak...mun masuk/keluar simpang x bri signal,..hahaha..	66495	Positive	27	1789	2022-01-24T09:12:25.261151Z	2022-01-24T09:12:25.261165Z	9.483
Betullah orang kata, manusia ni awal awal je beria. Bila dah jumpa orang baru or bosan, mula la berubah sikit sikit. https://t.co/yNSzmn4KyT	66494	Positive	29	1547	2022-01-23T13:26:12.532871Z	2022-01-23T13:26:12.532883Z	3.37
@irfaanfikri Makan lah	66493	Positive	29	1546	2022-01-23T13:26:08.797712Z	2022-01-23T13:26:08.797724Z	1.475
@ferrcomell hahahaha jgn emosi	66492	Negative	29	1545	2022-01-23T13:26:06.908871Z	2022-01-23T13:26:06.908885Z	2.9
SITUASI PENYAKIT COVID-19, WABAK KOLERA DAN WABAK DENGGI NEGERI SABAH 09 JUN 2021 Sumber: Pengarah Kesihatan Nege https://t.co/fGqvS6gg3L	66491	Neutral	29	1544	2022-01-23T13:26:03.641430Z	2022-01-23T13:26:03.641444Z	4.174
Buku Lawas &gt; Linguistik Bandingan Tipologis Oleh : Gorys Keraf Tahun 1990. 197 Halaman Harga 65.000. Minat? https://t.co/3VB7IFytdP	66490	Neutral	27	1788	2022-01-24T00:30:56.520650Z	2022-01-24T00:30:56.520662Z	13.729
Nampak seronok disitu @ Kuala Lumpur, Malaysia https://t.co/nFr38FSLOa	66488	Positive	29	1541	2022-01-23T13:25:55.149103Z	2022-01-23T13:25:55.149119Z	2.814
Hi orang ampang. Dekat mana nk jogging ni yang tak kena saman? Cuaca mcm tgh syok ja ni nk jogging	66487	Positive	29	1540	2022-01-23T13:25:51.939009Z	2022-01-23T13:25:51.939024Z	5.808
Sabah sabah sabah sabah	66486	Neutral	29	1539	2022-01-23T13:25:45.690225Z	2022-01-23T13:25:45.690245Z	2.12
Diungkapkan Arsjad, Musyawarah Nasional (Munas) VIII Kadin yang akan digelar di Kendari, Sulawesi Tenggara, akhir J https://t.co/tbpsIi3D4x	66485	Neutral	27	1563	2022-01-23T13:28:03.924710Z	2022-01-23T13:28:03.924723Z	6.982
@effie_mohamad Comelnya diaaaa ni	66484	Positive	29	1537	2022-01-23T13:25:33.212194Z	2022-01-23T13:25:33.212202Z	2.347
@symmirilhm Palam cit. tmpt kau x hujan ke tu	66483	Neutral	29	1536	2022-01-23T13:25:30.511374Z	2022-01-23T13:25:30.511386Z	80.79
@fiq_skyrover @AmirulFuturist Ini hal perlembagaan. Bila pulak Fed Gov mintak tangguh. Sebab Covid-19 lah DUN dibia https://t.co/7YVgfc7Vod	66482	Positive	29	1535	2022-01-23T13:24:09.236164Z	2022-01-23T13:24:09.236179Z	5.264
@chicsinred @dayangnoor Uish, jangan cakap kuat2. Hehe.	66481	Positive	29	1534	2022-01-23T13:24:03.602829Z	2022-01-23T13:24:03.602842Z	3.767
Tahukah anda bahawa pada Julai 2019, seramai 280+ orang termasuk nelayan-nelayan daripada Pulau Pinang, Kedah dan Perak pernah turun ke Parliamen utk membantah #PenangSouthReclamation? Ini adalah hari bersejarah &amp; solidariti utk para nelayan! #PenangTolakTambak #CancelPSR https://t.co/OzLuOJtKky	66480	Positive	29	1533	2022-01-23T13:23:59.495256Z	2022-01-23T13:23:59.495269Z	2.872
COVID-19: Kejayaan UK rekod kematian sifar yakinkan kerajaan keberkesanan PICK JOHOR BAHRU, 6 JUN: Kejayaan United https://t.co/UWD4XbgJz3	66479	Positive	29	1532	2022-01-23T13:23:56.223762Z	2022-01-23T13:23:56.223783Z	4.298
Kerja aku dlm sebulan cmtu dah boleh settle. Tapi sbb rule sampah yg dorg ni buat, aku tak boleh nak masuk. Mana ak https://t.co/YcR3difQcy	66478	Positive	29	1531	2022-01-23T13:23:51.560640Z	2022-01-23T13:23:51.560654Z	4.093
Polis memandang serius dakwaan itu dan tidak teragak-agak mengambil tindakan tegas. #AWANInews #AWANI745 https://t.co/7hfbCwGiMl	66477	Positive	29	1530	2022-01-23T13:23:47.044859Z	2022-01-23T13:23:47.044873Z	40.783
Pengawasan lalulintas media pembawa domestik masuk di terminal kargo bandara @HumasBKIPM #MenteriKelautanPerikanan #MenteriTrenggono #SaktiWahyuTrenggono #MenteriKKP https://t.co/fHooKfU7BN	66476	Neutral	27	1560	2022-01-23T13:27:56.577857Z	2022-01-23T13:27:56.577873Z	1.781
selama ni aku bodoh2 patutlah dapat jantan	66475	Negative	29	1528	2022-01-23T13:23:03.400391Z	2022-01-23T13:23:03.400406Z	4.365
nak angkat satu la makerz ni	66474	Positive	29	1527	2022-01-23T13:22:58.670460Z	2022-01-23T13:22:58.670473Z	2.891
takutnya tengok feminist yang extremists ni, ya allah jauhkan lah	66473	Neutral	29	1526	2022-01-23T13:22:55.419420Z	2022-01-23T13:22:55.419429Z	4.32
I suka sabah &amp; sarawak But nowadays i into sarawak, hari2 tgok channel tvs, kalau show yg takde sub, pura2 faham j https://t.co/jkLR6Y4b4Z	66472	Positive	29	1525	2022-01-23T13:22:50.751121Z	2022-01-23T13:22:50.751135Z	3.991
Poster malas-malas yang pernah saya submit last minute untuk pertandingan Sungai Selangor anjuran @teamselangorofl Baru teringat ada simpan. Jadi saya kongsikan di sini untuk manfaat semua. #SayangiSungaiSelangor https://t.co/YMZ1TfGxlb	66471	Positive	29	1524	2022-01-23T13:22:46.354691Z	2022-01-23T13:22:46.354709Z	9.698
Susah jadi rakyat Selangor. Bola kena bantai. Politik kena bantai. @selangorfc diam pun kena bantai. Kes Covid pun kena bantai. Jalan rosak skit kena bantai. Kami ni dah rasa spt penduduk Gaza. Asyik kena blame je.	66470	Neutral	29	1523	2022-01-23T13:22:36.302722Z	2022-01-23T13:22:36.302735Z	9.444
[Hebahan @ NS Daily] Ahad, 06 Jun 2021 TAMPIN: Laporan paip utama pecah bersaiz 6 inci di Jalan Sungai Dua, Air K https://t.co/f3IMTLlaGL	66469	Neutral	29	1522	2022-01-23T13:22:26.496066Z	2022-01-23T13:22:26.496078Z	2.676
@YERIMxOL Capek jempol gak Nav??	66468	Neutral	27	1559	2022-01-23T13:27:54.433920Z	2022-01-23T13:27:54.433932Z	2.024
MASIH KETAWAIN INI ANDBWUDVAKSBAK https://t.co/utdty0HWqI	66467	Positive	27	1558	2022-01-23T13:27:52.057710Z	2022-01-23T13:27:52.057726Z	2.027
@zuhyrazack Thanks! Doakan kejayaan haha	66466	Positive	29	1519	2022-01-23T13:22:19.060714Z	2022-01-23T13:22:19.060724Z	3.943
@syumietera Yess Kedah memelihara budayanya dari dicemari budaya luar	66465	Positive	29	1518	2022-01-23T13:22:14.765771Z	2022-01-23T13:22:14.765787Z	5.917
Tiap tiap minggu ad ulcer! Hm	66464	Neutral	29	1517	2022-01-23T13:22:08.407786Z	2022-01-23T13:22:08.407803Z	2.802
apa lah yang korang tak puas hati dengan aku ha? benda tak betul semua korang tuju kat aku padahal aku sendiri takt https://t.co/gAZPZbw9MH	66463	Negative	29	1516	2022-01-23T13:22:05.248465Z	2022-01-23T13:22:05.248479Z	4.823
@TSDMujeebudeen @KEADILAN @anwaribrahim @dapmalaysia @DAPSYMalaysia Makan sabun lg baik	66462	Negative	29	1515	2022-01-23T13:22:00.022019Z	2022-01-23T13:22:00.022032Z	4.393
@warakyum Awak buat salah apa?	66461	Neutral	29	1514	2022-01-23T13:21:55.300063Z	2022-01-23T13:21:55.300075Z	3.879
@halduniawiii Sapiens yuval noah ke ? Berbaloi jugak tu. Beli je, baca nanti boleh. Haha.	66460	Positive	27	1556	2022-01-23T13:27:49.661369Z	2022-01-23T13:27:49.661377Z	2030.11
@halduniawiii Sapiens yuval noah ke ? Berbaloi jugak tu. Beli je, baca nanti boleh. Haha.	66460	Positive	29	1513	2022-01-23T13:21:51.039270Z	2022-01-23T13:21:51.039280Z	5.014
Semasa funeral ayahnya, datang seorang lelaki hensem yang mengaku dia adalah adik kandung ayahnya dan akhirnya tinggal sebumbung. Ibunya yang unstable, seakan terus tertarik dengan adik iparnya itu. India berasa ada something yang tak kena. Rasanya apa? Filem ni mindblown! https://t.co/Vy3MaVwtgT	66459	Positive	27	1506	2022-01-23T12:53:58.782929Z	2022-01-23T12:53:58.782941Z	9.574
Tersangka Penganiaya Santri di Deli Serdang hingga Meninggal Bertambah jadi 3 Orang: Penetapan kedua tersangka baru itu setelah polisi melakukan pemeriksaan mendalam terhadap tersangka utama yakni ALH (17) yang merupakan kakak kelas korban. https://t.co/1GZvknETxZ	66458	Negative	27	1505	2022-01-23T12:53:48.660426Z	2022-01-23T12:53:48.660439Z	8.023
@AWATNINews Biarlah dia balik kelantan.orang Kelantan semua kaya dah skrg.air tak payah buat bila nak minum.tingga https://t.co/S6kaT1nEeG	66457	Negative	27	1504	2022-01-23T12:53:40.215091Z	2022-01-23T12:53:40.215108Z	3830.779
Dialek Negeri Sembilan: moncikau #Dialek #DekadBahasaKebangsaan #BahasaJiwaBangsa https://t.co/6AyYklfdg2	66456	Neutral	27	1501	2022-01-23T11:49:48.789816Z	2022-01-23T11:49:48.789831Z	3.378
Pakai induction dengan temp control. Dapat tahu pasal temp-time relationship dengan meats. How meats break down by https://t.co/23oMvBRU4c	66455	Neutral	27	1500	2022-01-23T11:49:45.040753Z	2022-01-23T11:49:45.040767Z	5.538
Dron mampu mengesan suhu badan melebihi 37.5 darjah Celsius dari jarak 20m di udara. #AWANInews #AWANIpagi #HapusCOVID19 https://t.co/4Vfr6fgp4N	66454	Neutral	27	1499	2022-01-23T11:49:39.156545Z	2022-01-23T11:49:39.156560Z	8.543
Untuk geng kedah, hangpa kalau ada kemusykilan jangan tanya. Kalau hangpa tanya itu dianggap fitnah. Tapi kalau nak fitnah PH, tu takpe, tu dianggap persoalan. https://t.co/BHZPTEZz1e	66453	Negative	27	1498	2022-01-23T11:49:30.280238Z	2022-01-23T11:49:30.280252Z	8.217
@jusstabox 8 inch @ 36 pcs RM 20 DELIVERYYY AREA - selangor - kuala lumpur - melaka - negeri sembilan - teluk intan, perak - terengganu (tapi closed sampai 12/6, after tu openn) https://t.co/Litm4IhnDa	66452	Neutral	27	1497	2022-01-23T11:49:21.706815Z	2022-01-23T11:49:21.706823Z	1.972
#ShahAlam Sultan Selangor, Sultan Sharafuddin Idris Shah Alhaj menzahirkan ucapan tahniah kepada Yang di-Pertuan Agong Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah sempena Ulang Tahun Hari Keputeraan Rasmi baginda, hari ini. https://t.co/ulXBzG90FE	66451	Positive	27	1496	2022-01-23T11:49:19.377428Z	2022-01-23T11:49:19.377447Z	1.975
@QaiSuhaimi___ Haha asal ada pace 54 tu	66450	Neutral	27	1495	2022-01-23T11:49:17.037298Z	2022-01-23T11:49:17.037309Z	1.697
@sadgirlnisa ada berkait mcm ni ke? ke pasal Big Bro yg melawat Sabah? https://t.co/ZsFbrTlc90	66449	Neutral	27	1494	2022-01-23T11:49:14.973361Z	2022-01-23T11:49:14.973373Z	3.742
@alexanderialeo @syedsigaraga Bagus idea tu... Hahahha.. lepas tu kena block..	66448	Negative	27	1493	2022-01-23T11:49:10.860912Z	2022-01-23T11:49:10.860927Z	4.715
Sedap!!	66447	Positive	17	1488	2022-01-23T11:37:49.717597Z	2022-01-23T11:37:49.717611Z	2.773
Average cadence pun dah improve banyak. Lepasni boleh target 180spm	66445	Positive	17	1486	2022-01-23T11:37:42.590166Z	2022-01-23T11:37:42.590181Z	1.938
Polisi memberikan izin untuk menyelenggarakan Liga 1 dan Liga 2 dengan syarat untuk para supporter tidak membuat ke https://t.co/hkQe0rBsGw	66444	Neutral	17	1485	2022-01-23T11:37:40.267468Z	2022-01-23T11:37:40.267483Z	4.852
@husnimohdamin Baiklah. Teach me senpaiii	66443	Positive	17	1484	2022-01-23T11:37:35.076161Z	2022-01-23T11:37:35.076174Z	1.591
@mosyukiborhan tahniah syuk!	66442	Positive	17	1483	2022-01-23T11:37:33.150742Z	2022-01-23T11:37:33.150755Z	1.213
ALLAHUAKHBAR JANJI TAKNAK MARAH MARAH DAH MITI PROMOTE CIKMAK! YA ALLAH THANK YOU SO MUCH!	66441	Positive	17	1482	2022-01-23T11:37:31.572781Z	2022-01-23T11:37:31.572798Z	4.768
